reference_id,user_id,course_id,course_bookingDate_year,course_bookingDate_month,course_bookingDate_date
554,173,120,2022,06,22
555,20,129,2022,06,23
556,1,129,2022,06,23
557,21,129,2022,06,23
558,284,129,2022,06,23
559,34,129,2022,06,23
560,31,129,2022,06,24
561,80,129,2022,06,25
562,38,129,2022,06,25
563,482,121,2022,06,27
564,483,112,2022,06,28
565,484,127,2022,07,01
566,485,127,2022,07,02
567,486,127,2022,07,02
568,487,127,2022,07,02
569,80,115,2022,07,03
570,488,127,2022,07,03
571,275,122,2022,07,04
572,277,122,2022,07,04
573,452,130,2022,07,04
574,490,121,2022,07,04
575,491,127,2022,07,04
576,492,130,2022,07,05
577,442,110,2022,07,10
578,494,123,2022,07,11
579,495,123,2022,07,11
580,496,112,2022,07,11
581,499,141,2022,07,13
582,500,141,2022,07,13
583,501,140,2022,07,13
584,294,125,2022,07,13
585,502,125,2022,07,13
586,503,122,2022,07,14
587,318,128,2022,07,19
588,504,127,2022,07,19
589,505,127,2022,07,19
590,223,124,2022,07,21
591,506,124,2022,07,21
592,507,114,2022,07,21
593,56,118,2022,07,22
594,509,142,2022,07,24
595,510,142,2022,07,24
596,511,127,2022,07,25
597,512,128,2022,07,26
598,513,124,2022,07,29
599,84,127,2022,07,29
600,508,125,2022,08,01
601,514,125,2022,08,01
602,515,125,2022,08,01
603,516,124,2022,08,02
604,517,124,2022,08,02
605,14,119,2022,08,03
606,518,131,2022,08,03
607,519,131,2022,08,03
608,520,131,2022,08,05
609,474,119,2022,08,06
610,56,119,2022,08,09
611,522,125,2022,08,09
612,523,125,2022,08,09
613,525,147,2022,08,25
614,526,147,2022,08,25
615,527,145,2022,09,13
